IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
7547.0,19779.0,2600.0,17.8,25.7,30.9,18.5,26.7,6.7,17.2,87.6,3.6,5.5,0.0,0.7,2.4,34.1,1828,75.8,20.7,3.5,0.0,22.5
9182.0,33646.0,4503.0,5.3,5.7,42.0,12.6,21.6,6.6,17.2,75.0,3.8,14.3,1.4,0.2,5.2,30.6,2436,76.5,18.0,5.5,0.0,12.3
3331.0,26553.0,3401.0,14.3,20.3,26.7,18.7,27.3,9.2,18.1,81.8,6.0,5.6,1.5,2.8,2.3,25.8,1412,80.2,17.2,2.6,0.0,17.9
10218.0,18819.0,5047.0,35.6,42.7,23.2,21.0,20.3,6.5,29.0,83.8,8.6,2.7,0.9,3.9,0.1,25.8,1380,88.9,8.5,2.6,0.0,16.0
8769.0,12664.0,4969.0,63.5,88.1,17.4,33.6,18.3,20.3,10.4,75.6,3.8,6.4,14.1,0.0,0.0,26.2,241,80.5,17.0,2.5,0.0,46.2
4566.0,12789.0,2236.0,40.8,44.4,7.5,22.8,23.1,13.0,33.6,61.1,22.0,7.7,7.6,1.0,0.6,25.7,1288,92.0,6.1,1.9,0.0,16.0
3268.0,21674.0,3716.0,23.5,26.0,19.0,24.5,18.6,15.1,22.9,80.0,9.7,4.9,1.8,0.4,3.2,25.5,2624,93.3,5.7,1.0,0.0,10.7
7108.0,26368.0,2859.0,15.1,24.4,23.3,19.9,21.4,15.6,19.7,85.1,8.5,2.6,0.1,3.2,0.5,24.7,1646,78.2,19.6,2.2,0.0,14.5
8446.0,13415.0,3123.0,36.8,55.2,21.0,25.9,14.3,8.3,30.6,62.9,10.2,11.2,0.0,9.2,6.5,27.9,1276,93.7,3.4,3.0,0.0,29.5
9632.0,13423.0,3307.0,47.9,71.6,19.0,40.8,23.6,0.0,16.6,68.7,0.0,5.7,3.0,0.0,22.6,27.7,373,75.9,16.6,7.5,0.0,32.4
6008.0,20129.0,2476.0,14.6,24.6,27.8,24.9,33.3,2.1,11.9,77.8,4.2,9.9,0.0,7.6,0.6,29.0,1440,82.4,13.5,4.1,0.0,10.9
6574.0,16449.0,1845.0,19.1,13.8,12.7,22.0,29.8,6.4,29.0,85.7,13.8,0.0,0.0,0.5,0.0,23.8,1572,87.5,10.2,2.3,0.0,19.1
10453.0,23941.0,3384.0,12.1,15.3,17.4,25.4,23.8,16.4,17.1,87.4,6.5,0.8,1.1,2.0,2.1,22.6,1465,96.7,3.3,0.0,0.0,10.5
6605.0,20595.0,3938.0,31.0,42.9,29.4,24.6,25.4,11.0,9.6,78.2,7.7,7.7,3.4,0.0,3.1,32.6,1336,76.8,18.7,4.5,0.0,30.6
9266.0,48742.0,6197.0,4.8,4.9,50.3,17.2,23.9,2.4,6.3,64.3,6.0,21.5,1.1,0.5,6.7,39.5,3197,81.0,14.2,4.0,0.7,9.2
3877.0,29981.0,4165.0,11.0,3.3,34.4,17.5,27.9,6.3,13.9,77.1,6.8,8.8,0.0,1.5,5.8,41.7,3934,73.0,23.8,3.3,0.0,15.0
9016.0,34847.0,5277.0,7.1,11.8,47.7,8.8,25.6,6.5,11.4,71.3,6.0,12.6,1.6,0.0,8.6,34.5,2753,67.7,28.6,3.7,0.0,11.8
5616.0,26128.0,3491.0,10.8,46.4,31.3,21.3,28.4,0.8,18.3,83.5,11.9,2.5,1.2,0.0,0.9,29.1,930,81.8,16.0,2.2,0.0,12.4
13034.0,29700.0,3269.0,15.2,30.5,48.4,12.5,20.9,5.0,13.3,76.4,7.3,10.5,1.2,0.9,3.8,35.3,3438,71.5,23.9,4.7,0.0,20.5
13208.0,30463.0,4507.0,9.9,21.4,45.2,22.7,17.4,3.8,10.9,77.6,14.1,5.1,0.8,0.0,2.4,31.4,3729,84.1,15.5,0.5,0.0,12.8
13584.0,47448.0,5095.0,4.0,7.4,55.5,12.3,14.9,9.2,8.1,70.7,5.5,19.9,0.0,2.4,1.5,40.8,1888,72.2,20.1,7.2,0.5,9.2
7543.0,32219.0,9169.0,9.2,6.0,37.0,5.8,26.9,7.6,22.8,66.5,10.3,11.6,2.6,1.1,7.8,31.7,989,87.2,11.1,1.7,0.0,12.6
5757.0,21632.0,2562.0,24.4,37.3,27.3,11.5,38.1,6.6,16.4,85.3,1.0,8.8,1.6,2.7,0.7,29.7,1987,80.2,19.0,0.8,0.0,18.2
9064.0,27736.0,2068.0,5.9,7.5,43.7,11.1,24.2,5.0,16.0,72.8,8.4,12.2,1.0,4.1,1.5,36.0,2087,88.7,10.4,0.8,0.0,14.6
11703.0,23772.0,2997.0,13.7,28.5,22.9,14.4,37.5,2.6,22.6,85.6,0.9,6.4,0.0,1.3,5.9,32.2,1361,73.3,20.4,6.3,0.0,17.7
7534.0,27880.0,3897.0,21.4,33.8,47.5,9.2,27.2,5.2,10.9,72.7,6.6,14.1,0.0,0.9,5.7,30.4,2707,75.6,23.7,0.7,0.0,13.1
20805.0,29964.0,5568.0,22.2,24.0,48.0,17.3,16.9,4.9,12.9,65.9,10.8,15.1,2.2,1.6,4.4,41.1,1559,71.8,23.3,4.9,0.0,8.8
3589.0,18135.0,2307.0,28.3,23.4,33.7,16.0,29.0,1.1,20.2,58.8,17.6,21.6,2.1,0.0,0.0,34.0,1736,86.8,11.5,1.7,0.0,24.3
5309.0,22022.0,2490.0,17.5,24.2,30.9,14.5,31.1,6.7,16.9,81.7,9.1,7.4,0.4,0.8,0.5,30.2,1868,86.7,11.0,2.3,0.0,16.4
5843.0,13796.0,1495.0,23.1,42.5,10.7,28.2,15.8,9.8,35.5,55.0,17.8,15.8,6.9,3.4,1.1,35.5,1827,91.4,5.0,3.2,0.3,13.7
5450.0,23787.0,3149.0,24.3,34.4,37.1,20.8,22.1,9.4,10.6,36.2,7.7,40.7,4.7,5.5,5.1,35.1,2583,84.5,9.8,5.7,0.0,7.9
7135.0,29392.0,3429.0,36.1,54.5,45.8,27.0,17.3,2.7,7.3,28.0,1.4,52.9,5.9,8.2,3.7,37.9,1991,91.6,5.8,2.6,0.0,15.0
5954.0,48231.0,5593.0,6.6,0.0,64.1,8.3,19.1,3.5,5.0,31.0,9.4,47.1,2.3,5.3,4.9,41.9,1876,86.5,7.9,5.7,0.0,5.3
19525.0,48503.0,5181.0,6.1,6.2,49.6,17.1,21.3,2.8,9.3,62.8,5.4,19.0,4.4,4.0,4.4,34.1,2021,86.7,9.5,3.8,0.0,2.2
11716.0,92744.0,12875.0,0.4,0.0,70.9,3.1,22.2,2.9,0.9,42.7,3.5,32.9,1.7,8.0,11.1,28.9,1623,90.5,2.1,7.0,0.4,3.6
5812.0,21401.0,3665.0,16.9,17.1,23.5,26.0,21.2,6.2,23.0,54.9,10.8,29.4,2.9,0.4,1.5,32.1,3911,86.2,7.2,6.3,0.4,5.9
4988.0,14764.0,1849.0,24.4,29.6,8.2,31.1,25.9,5.8,29.1,53.8,17.1,15.4,5.0,5.6,3.1,36.6,2363,88.6,3.6,7.3,0.5,8.9
7113.0,14583.0,1973.0,17.3,32.9,14.7,14.5,30.3,4.0,36.5,51.6,6.7,32.3,0.0,1.7,7.7,35.9,422,89.3,5.9,4.7,0.0,10.6
8058.0,17803.0,2453.0,22.2,26.8,24.9,33.5,19.2,5.0,17.4,60.5,4.3,25.4,0.0,9.8,0.0,36.0,1005,77.0,18.7,4.3,0.0,11.4
4327.0,23317.0,3429.0,8.8,12.0,28.6,21.4,20.2,8.6,21.2,75.0,10.8,7.7,1.7,1.5,3.3,39.8,1837,88.6,8.8,2.6,0.0,6.4
4747.0,17178.0,2296.0,16.5,22.5,22.2,11.3,35.7,10.2,20.5,66.3,8.2,15.3,1.1,5.9,3.3,35.5,2807,85.9,9.4,4.7,0.0,14.1
12654.0,24014.0,3402.0,21.1,31.2,33.8,22.0,20.5,5.4,18.2,65.1,12.7,16.1,0.0,1.4,4.7,38.9,1203,74.6,11.3,13.2,0.8,10.4
14308.0,26419.0,3371.0,18.3,26.6,46.1,23.5,18.1,2.8,9.5,50.9,9.6,23.7,9.3,4.4,2.1,33.2,3329,80.3,14.3,3.8,1.7,7.1
14406.0,71827.0,8855.0,5.8,0.0,69.7,4.7,21.5,2.1,2.0,36.7,5.1,50.5,3.5,1.1,3.1,33.5,2029,89.2,7.5,3.3,0.0,1.6
11708.0,55888.0,7208.0,23.6,29.8,53.3,13.9,29.4,0.7,2.6,31.2,6.4,50.8,8.2,0.6,2.8,32.6,1481,89.5,8.0,2.5,0.0,5.5
13895.0,46626.0,4677.0,21.0,47.0,50.8,17.8,24.3,0.7,6.3,26.4,4.7,54.0,4.5,4.9,5.5,33.3,2355,90.5,5.4,4.1,0.0,4.0
22164.0,60646.0,8948.0,5.0,0.0,71.7,7.8,14.8,1.6,4.1,48.0,5.3,30.9,1.3,2.8,11.7,31.1,2413,81.6,11.0,7.4,0.0,2.7
15765.0,56194.0,6729.0,8.5,1.4,61.4,12.2,19.9,3.0,3.6,50.8,4.0,31.8,2.3,1.9,9.2,32.1,1338,85.9,8.7,4.9,0.4,2.0
15310.0,44500.0,4568.0,8.8,16.9,56.6,15.1,17.9,0.9,9.4,39.8,8.0,37.2,4.0,6.4,4.7,33.5,2043,90.4,8.0,1.6,0.0,3.8
22224.0,54277.0,7826.0,18.7,16.9,61.6,11.2,22.2,2.4,2.6,42.2,6.4,35.2,4.8,3.5,7.9,28.9,1926,84.3,9.3,6.3,0.0,9.0
21893.0,92592.0,11416.0,7.5,4.2,63.4,5.0,28.3,1.9,1.4,27.9,5.4,47.3,4.5,7.7,7.3,28.3,2877,91.4,4.6,4.0,0.0,2.6
12473.0,36190.0,7154.0,40.7,25.9,55.8,19.3,21.0,2.2,1.7,28.9,4.1,30.9,28.4,4.7,3.0,31.5,1664,76.8,17.2,5.6,0.4,7.1
33090.0,85516.0,14127.0,10.0,0.0,70.0,5.6,21.9,0.5,2.0,40.8,3.0,22.7,19.4,6.0,8.3,28.6,2189,88.5,7.3,4.2,0.0,4.5
22810.0,75153.0,8214.0,13.1,14.9,69.9,4.8,22.0,2.0,1.3,42.4,5.3,21.4,20.8,3.4,6.7,25.0,4856,89.7,7.3,3.0,0.0,4.2
9002.0,30170.0,4164.0,39.8,5.1,55.8,17.9,21.5,0.3,4.6,28.6,4.7,33.8,24.8,4.5,3.7,25.5,1417,69.3,26.6,4.1,0.0,9.7
8733.0,11058.0,1985.0,45.8,58.6,12.6,33.7,33.5,6.5,13.8,44.4,8.7,40.2,4.8,0.6,1.3,38.4,820,82.9,12.1,4.5,0.5,19.8
7328.0,17894.0,3416.0,25.4,36.0,23.6,20.7,31.3,2.1,22.3,51.2,10.6,33.3,4.2,0.0,0.8,42.1,1089,77.5,20.8,1.7,0.0,21.5
13474.0,18699.0,3632.0,36.7,50.2,34.0,29.5,16.4,7.4,12.7,49.4,4.5,39.8,2.5,0.0,3.8,38.6,1723,72.4,16.5,11.1,0.0,20.5
11600.0,21940.0,2461.0,22.3,29.2,31.6,29.5,22.5,6.6,9.8,62.7,13.6,19.5,0.0,0.0,4.1,41.7,2200,67.5,28.1,4.4,0.0,19.5
8301.0,22593.0,3681.0,29.2,35.7,35.6,20.9,31.2,0.9,11.4,56.3,3.4,29.4,5.7,1.5,3.8,37.8,1503,68.4,25.5,6.1,0.0,17.3
8144.0,11233.0,2489.0,47.8,59.8,45.2,31.2,19.2,0.0,4.4,37.7,4.8,46.4,4.2,2.4,4.5,36.8,365,80.3,19.7,0.0,0.0,33.6
10510.0,10405.0,2289.0,41.8,48.6,12.1,37.2,19.4,12.1,19.2,34.6,2.8,37.1,3.3,3.8,18.4,34.2,613,73.7,17.8,8.5,0.0,43.9
2956.0,9960.0,1986.0,56.5,76.4,22.9,30.5,29.5,1.0,16.1,55.5,3.5,37.2,0.0,0.0,3.7,41.4,485,83.9,13.0,3.1,0.0,29.9
5983.0,12706.0,1879.0,45.7,49.3,12.9,40.9,27.1,6.8,12.3,43.8,16.3,36.3,0.0,0.0,3.8,39.6,325,85.8,12.6,1.5,0.0,37.9
4592.0,11570.0,1896.0,47.4,67.2,14.4,46.4,23.1,2.6,13.6,52.4,5.1,32.9,0.0,3.5,6.1,38.1,507,77.1,17.0,5.9,0.0,33.0
3901.0,10666.0,1346.0,39.6,49.8,14.1,28.2,18.9,6.4,32.5,50.4,19.9,25.5,4.0,0.0,0.1,41.4,1781,88.1,11.5,0.4,0.0,29.3
5713.0,11539.0,1165.0,25.1,35.6,12.5,30.4,16.4,15.9,24.7,65.7,13.2,14.5,1.4,1.5,3.7,37.0,2014,86.6,8.6,4.8,0.0,26.1
6583.0,20152.0,3362.0,17.7,34.2,19.7,20.4,20.0,11.2,28.7,58.0,11.7,24.2,3.7,1.3,1.1,41.0,819,81.0,16.2,2.8,0.0,10.8
5357.0,15018.0,1975.0,35.6,40.6,27.3,20.3,31.9,1.4,19.1,50.1,8.4,33.3,5.0,0.0,3.2,35.7,439,84.3,15.7,0.0,0.0,27.7
5635.0,22161.0,10620.0,30.3,48.2,31.4,38.0,22.4,0.0,8.2,48.2,8.6,21.6,10.6,0.0,11.0,24.7,245,55.9,41.2,2.9,0.0,37.8
2597.0,5762.0,4368.0,68.7,52.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,14,0.0,100.0,0.0,0.0,91.9
10890.0,29519.0,7630.0,36.5,59.9,59.2,13.2,17.8,3.0,6.8,66.3,6.7,15.3,2.8,1.1,7.7,32.6,704,72.4,20.6,7.0,0.0,20.5
3254.0,15793.0,2827.0,46.8,70.7,26.9,32.6,32.4,1.2,6.9,45.0,4.5,39.6,5.2,2.6,3.1,31.2,970,85.2,12.0,2.9,0.0,29.7
7243.0,26838.0,5190.0,33.7,43.7,39.6,16.4,32.3,5.9,5.8,64.7,5.1,25.8,0.0,2.8,1.6,39.3,1042,73.2,24.4,2.4,0.0,21.0
7767.0,16275.0,3000.0,43.9,57.0,21.1,25.9,36.7,2.6,13.7,46.4,10.9,34.2,6.0,0.0,2.5,36.7,649,86.7,11.9,1.4,0.0,27.2
25284.0,9408.0,2112.0,23.8,0.0,49.8,22.1,24.5,1.6,2.0,5.7,4.7,10.1,55.0,15.0,9.5,14.7,498,88.0,8.8,3.2,0.0,17.3
12418.0,36649.0,6864.0,13.4,1.5,57.2,8.6,22.7,5.0,6.5,29.8,7.6,32.5,19.5,5.5,5.0,38.0,815,74.0,22.5,3.6,0.0,7.8
4822.0,28681.0,5068.0,26.2,26.9,47.8,18.9,21.8,2.9,8.5,52.1,8.5,29.2,2.0,0.7,7.5,36.7,1474,74.2,20.5,5.4,0.0,15.9
3098.0,14096.0,2258.0,34.5,41.0,18.6,34.9,28.8,2.5,15.2,36.5,9.9,47.3,5.7,0.6,0.0,38.5,553,82.3,16.1,1.6,0.0,25.8
12716.0,22710.0,5266.0,21.1,34.2,26.2,18.6,24.2,9.4,21.6,63.4,7.1,11.9,0.8,15.5,1.3,36.3,1082,91.3,5.2,3.5,0.0,8.2
4888.0,13058.0,2211.0,34.3,43.4,19.3,35.8,30.7,6.9,7.3,50.5,8.2,32.7,0.0,2.9,5.7,32.1,771,78.3,19.3,2.3,0.0,14.4
4682.0,9471.0,2181.0,58.4,73.3,17.3,21.5,35.1,4.2,21.9,53.0,0.8,32.8,3.9,3.9,5.6,28.7,498,83.5,13.1,3.4,0.0,14.6
20586.0,13642.0,2863.0,41.0,49.0,33.3,20.9,35.8,5.2,4.7,43.0,15.9,26.6,1.5,9.5,3.5,33.0,402,85.8,12.9,1.2,0.0,21.2
6355.0,16129.0,4337.0,49.2,51.6,28.7,27.2,25.9,0.0,18.2,40.3,2.3,38.7,4.4,10.8,3.4,43.6,610,75.1,19.5,4.1,1.3,20.3
7172.0,17948.0,3072.0,26.1,18.0,32.6,37.0,15.5,0.9,14.0,49.2,0.8,32.8,2.7,5.1,9.3,36.2,737,74.5,18.3,7.2,0.0,15.3
9332.0,14120.0,2582.0,35.2,45.2,22.9,23.1,33.5,1.5,19.0,60.0,1.1,30.3,0.9,1.7,6.0,30.1,541,67.1,29.6,3.3,0.0,18.9
14632.0,13626.0,2983.0,51.6,68.9,15.1,26.8,34.9,1.9,21.4,44.6,1.3,38.1,2.5,5.2,8.3,31.6,637,87.9,10.8,1.3,0.0,30.8
8191.0,23591.0,4179.0,34.1,52.6,46.3,18.7,25.4,3.9,5.7,54.8,5.5,33.6,1.7,0.5,3.8,30.3,1475,81.5,16.7,1.8,0.0,22.0
8282.0,21301.0,4089.0,45.5,64.6,51.1,26.9,15.9,0.8,5.3,39.2,2.9,38.6,5.8,4.9,8.7,28.6,1178,76.5,18.3,4.2,0.9,18.1
5656.0,28388.0,4242.0,32.3,3.1,56.4,10.8,20.8,1.6,10.4,35.7,6.6,36.8,17.3,1.1,2.4,29.8,798,74.4,22.4,3.1,0.0,20.1
20341.0,14022.0,4195.0,38.0,5.7,40.4,22.7,29.2,1.9,5.9,28.9,1.7,32.1,27.9,4.8,4.7,20.3,802,72.1,25.7,2.2,0.0,6.6
11133.0,27738.0,5585.0,34.1,39.0,58.4,19.0,16.9,3.2,2.5,36.5,2.2,23.3,21.2,6.0,10.9,23.6,722,81.0,14.3,4.7,0.0,9.8
2500.0,7099.0,1812.0,62.2,72.1,21.0,34.6,19.8,9.3,15.4,47.5,1.9,43.8,0.0,0.0,6.8,39.8,162,86.4,13.6,0.0,0.0,31.1
4427.0,8452.0,1458.0,54.5,69.0,16.2,34.7,25.5,12.3,11.4,41.9,12.0,34.5,0.2,4.8,6.7,35.0,986,83.2,12.1,4.8,0.0,32.0
4565.0,10886.0,1921.0,48.5,74.5,11.8,25.9,23.9,8.7,29.6,61.5,9.2,23.2,1.0,0.8,4.3,40.0,972,86.3,7.6,6.1,0.0,27.3
9989.0,51938.0,6430.0,21.2,11.7,69.9,9.8,18.7,0.6,1.0,27.7,5.0,26.9,29.1,3.5,7.9,30.1,6085,85.3,7.4,7.3,0.0,3.9
12608.0,57222.0,10124.0,17.0,20.1,65.4,7.3,21.5,1.4,4.5,13.5,3.6,25.2,47.8,4.0,5.9,24.7,3458,88.1,9.3,2.6,0.0,7.1
11466.0,25784.0,2527.0,26.2,16.7,55.6,12.6,14.5,8.2,9.1,42.7,0.7,42.1,8.9,2.6,3.1,37.8,1181,80.8,14.8,4.4,0.0,15.8
4727.0,31785.0,6462.0,27.8,10.3,58.4,19.5,19.0,0.0,3.2,51.1,11.0,15.2,11.6,0.0,11.2,28.9,538,64.3,31.8,3.9,0.0,4.9
3430.0,27608.0,4178.0,27.3,27.0,42.4,22.0,22.9,5.2,7.6,45.8,7.9,32.6,4.3,3.2,6.2,34.9,687,64.0,32.8,3.2,0.0,16.9
9011.0,25701.0,3814.0,26.8,42.3,38.1,16.6,23.3,13.5,8.5,50.3,13.8,22.3,8.1,3.3,2.3,28.8,2361,75.3,17.2,7.6,0.0,10.4
9939.0,27036.0,4049.0,14.5,15.3,49.4,10.8,29.1,1.9,8.8,45.8,19.5,17.0,6.4,6.0,5.2,27.2,1520,80.2,14.5,5.3,0.0,4.0
14259.0,29866.0,3329.0,17.8,19.8,34.1,25.1,23.4,4.6,12.8,71.9,8.0,9.2,3.4,2.9,4.5,26.2,2029,75.8,20.3,3.7,0.3,10.7
8086.0,32756.0,6438.0,17.3,29.4,35.9,15.6,28.5,4.6,15.3,60.4,13.9,20.5,3.3,1.6,0.4,23.9,1317,70.2,26.7,3.1,0.0,12.3
12007.0,16960.0,3462.0,22.4,21.0,23.2,40.6,14.0,5.9,16.4,40.6,23.6,18.3,10.2,6.7,0.6,28.2,1203,93.0,3.2,3.7,0.0,16.9
12458.0,21817.0,3518.0,20.0,17.9,29.3,30.9,23.6,5.4,10.8,42.5,18.0,28.4,5.6,4.0,1.6,31.4,1229,83.8,12.2,4.0,0.0,10.7
6882.0,16898.0,2357.0,26.7,45.6,19.5,22.2,32.2,5.8,20.3,44.1,17.9,33.1,2.0,0.4,2.6,33.6,1745,90.2,6.0,3.8,0.0,13.1
15598.0,19332.0,3337.0,34.7,53.6,27.4,27.2,30.6,1.5,13.4,43.6,15.9,31.0,5.3,0.5,3.7,32.3,1443,76.6,13.0,10.5,0.0,12.1
5079.0,11392.0,1725.0,46.4,69.2,13.1,31.4,19.4,3.0,33.1,34.7,26.2,20.2,3.7,9.3,5.9,33.7,1687,89.9,2.8,6.1,1.1,15.1
4777.0,11220.0,2807.0,37.9,54.0,7.9,28.5,15.0,11.0,37.6,50.6,21.2,15.6,7.2,2.8,2.6,33.5,1205,92.7,2.2,4.6,0.4,14.7
12038.0,41365.0,6725.0,16.2,22.4,62.3,4.6,25.1,0.0,8.0,60.8,8.8,26.0,1.7,0.0,2.7,33.2,414,82.4,12.3,5.3,0.0,8.4
4526.0,14565.0,2257.0,37.0,40.2,20.3,45.8,18.6,3.5,11.7,38.7,19.7,13.3,21.2,2.8,4.4,25.6,3346,86.7,5.0,8.3,0.0,13.9
2196.0,12256.0,1544.0,33.4,42.5,16.6,34.5,24.1,4.6,20.2,39.5,11.5,35.0,8.5,4.1,1.4,30.8,2362,87.3,9.3,3.4,0.0,12.1
6531.0,18710.0,3579.0,30.2,39.3,22.5,18.2,22.0,11.5,25.7,48.7,8.0,35.0,5.1,1.9,1.3,31.9,1819,86.0,8.7,4.3,1.0,12.1
7544.0,12129.0,3698.0,46.9,70.1,16.7,20.8,33.3,14.4,14.7,31.4,14.7,37.8,7.5,1.4,7.2,37.2,360,83.1,9.7,7.2,0.0,23.7
6937.0,8335.0,1647.0,57.6,66.3,13.8,44.0,29.3,3.0,9.8,43.1,7.4,35.4,0.9,2.1,11.0,42.6,672,81.1,16.8,2.1,0.0,30.3
14169.0,13609.0,5287.0,58.9,83.2,7.7,26.2,52.3,0.0,13.8,46.2,7.7,42.6,2.1,0.0,1.5,31.8,195,90.3,9.7,0.0,0.0,19.8
6716.0,14885.0,2329.0,42.0,63.4,24.6,25.7,21.8,6.6,21.2,54.4,8.5,22.5,3.7,8.9,2.0,30.8,513,84.4,12.5,3.1,0.0,16.0
4491.0,16502.0,3052.0,31.4,40.1,28.6,27.9,32.1,3.7,7.7,46.2,20.7,26.1,1.5,0.0,5.5,40.0,710,75.5,20.0,4.5,0.0,33.8
8922.0,36673.0,4004.0,13.1,0.0,58.8,13.7,23.5,0.8,3.1,38.3,4.6,21.5,22.5,5.9,7.3,24.0,3253,79.5,17.8,2.4,0.3,10.5
21991.0,16742.0,4603.0,20.9,0.0,40.4,11.8,40.1,2.2,5.5,20.4,4.6,22.7,46.2,2.0,4.1,19.2,910,83.2,15.4,1.4,0.0,10.1
5341.0,14772.0,3977.0,31.2,45.4,21.9,27.7,13.5,2.2,34.7,55.2,14.6,20.0,1.6,6.1,2.4,32.0,2464,82.0,12.0,6.0,0.0,22.5
27150.0,73480.0,12727.0,13.6,28.6,67.6,8.6,20.4,0.5,2.9,38.1,1.3,28.0,12.1,7.2,13.3,29.6,1820,91.4,4.3,4.3,0.0,2.3
16114.0,63826.0,8699.0,14.1,16.1,62.2,12.0,15.8,7.3,2.7,38.4,6.2,31.9,9.8,6.0,7.6,26.2,2600,80.5,10.2,9.3,0.0,5.4
7505.0,22307.0,3022.0,20.5,35.6,29.0,28.2,22.9,4.0,15.9,42.6,4.2,47.3,4.2,1.7,0.0,45.3,1222,77.0,23.0,0.0,0.0,18.2
2142.0,7869.0,2038.0,68.4,86.2,17.4,47.4,12.3,3.8,19.1,42.9,3.0,52.2,0.3,0.0,1.6,49.4,397,79.8,8.6,11.6,0.0,39.6
12678.0,21550.0,2588.0,18.1,24.3,19.5,22.2,30.5,4.3,23.6,55.7,17.6,19.5,3.7,1.8,1.8,33.1,2156,76.6,22.5,0.8,0.0,16.5
4958.0,11089.0,1548.0,38.2,45.3,11.2,25.9,18.8,18.1,25.9,63.8,13.0,16.7,4.4,1.0,1.0,37.8,2617,91.9,3.8,4.3,0.0,14.1
4350.0,18179.0,4020.0,42.2,64.8,24.1,31.8,23.3,7.3,13.5,44.2,8.8,40.0,3.2,1.3,2.6,38.0,823,82.7,12.9,4.4,0.0,24.7
3731.0,8983.0,1287.0,51.4,61.2,8.2,30.1,36.9,0.7,24.0,53.9,8.4,22.2,0.0,14.0,1.5,38.8,704,80.0,18.0,2.0,0.0,27.3
8334.0,13966.0,3365.0,41.5,55.2,23.9,23.5,35.5,5.6,11.5,59.8,5.1,18.5,7.7,3.5,5.3,28.5,515,84.1,12.0,3.9,0.0,12.3
8196.0,15218.0,2399.0,33.4,53.3,25.8,15.8,21.3,23.7,13.4,58.6,18.1,13.0,1.4,7.4,1.5,33.4,1026,82.6,6.6,10.8,0.0,18.5
13326.0,11943.0,3010.0,46.0,45.8,21.2,10.8,32.1,4.3,31.6,60.9,5.0,26.5,2.8,4.8,0.0,32.0,585,78.6,14.5,6.8,0.0,24.6
5541.0,14661.0,3377.0,35.8,47.5,8.2,29.1,34.5,2.0,26.1,37.1,14.8,33.9,8.6,0.0,5.6,41.4,501,70.1,26.5,3.4,0.0,16.2
15583.0,4115.0,752.0,28.5,42.2,8.9,34.8,14.8,4.9,36.6,41.6,19.5,32.1,0.2,2.7,3.9,34.4,492,95.5,2.4,2.0,0.0,8.2
8657.0,23332.0,6512.0,30.4,36.1,47.5,24.3,21.1,2.7,4.5,52.2,6.7,31.8,3.8,1.3,4.4,38.8,897,70.0,25.1,4.9,0.0,22.7
31729.0,62859.0,18123.0,7.5,2.6,46.4,12.3,28.3,5.7,7.3,51.2,8.0,24.5,1.2,4.1,11.0,32.1,1300,85.8,5.5,8.7,0.0,6.1
8754.0,15255.0,2991.0,23.8,25.9,23.1,18.5,22.3,11.1,25.0,59.8,14.5,20.8,3.1,0.0,1.8,38.0,628,84.6,14.6,0.8,0.0,24.8
8117.0,24814.0,4655.0,28.5,49.6,51.2,18.8,15.0,1.3,13.7,42.2,0.0,43.6,7.9,0.0,6.3,37.7,1409,74.7,18.0,7.3,0.0,18.9
,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,0,,,,,
4763.0,36479.0,5178.0,7.9,8.7,28.1,13.4,21.9,12.5,24.1,85.9,7.0,0.7,2.2,0.9,3.4,21.3,1397,79.5,10.3,9.9,0.3,3.8
6103.0,28207.0,2372.0,8.7,17.7,28.5,13.9,17.9,12.2,27.4,82.0,11.7,0.0,0.6,1.5,4.3,18.0,1592,80.7,13.8,5.3,0.2,3.9
5743.0,27403.0,3407.0,13.3,20.8,32.1,13.7,26.8,3.7,23.7,80.9,18.0,0.1,0.5,0.0,0.5,13.1,1549,77.7,19.0,3.3,0.0,9.5
7141.0,20508.0,2385.0,18.3,24.1,24.5,19.4,18.5,12.7,25.0,85.3,7.7,0.2,2.1,1.6,3.2,11.4,1374,82.5,12.2,5.4,0.0,8.2
4147.0,20741.0,4018.0,16.5,33.6,26.2,21.4,19.3,10.2,22.9,82.8,10.7,0.9,4.0,1.3,0.3,16.5,1178,80.8,12.3,5.9,0.9,10.2
13567.0,25983.0,3110.0,12.5,5.6,28.5,17.2,20.5,17.6,16.2,86.6,9.8,0.0,1.0,1.5,1.1,20.0,1279,83.0,12.3,4.6,0.1,5.0
8881.0,21996.0,1932.0,17.1,21.4,30.0,18.9,18.5,11.9,20.7,80.2,6.6,0.0,6.5,0.3,6.5,23.8,1385,76.6,17.8,5.4,0.1,7.8
7595.0,21712.0,1784.0,18.1,24.5,26.7,15.7,22.3,13.9,21.3,84.2,5.5,0.0,2.0,0.6,7.7,23.2,1551,80.9,9.5,7.2,2.5,9.1
