IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
4379.0,17822.0,2992.0,37.1,53.5,28.9,35.8,12.2,6.8,16.4,62.6,18.5,4.5,8.5,3.0,2.9,18.6,2826,74.3,16.2,8.4,1.1,10.8
13271.0,19243.0,3491.0,30.3,39.3,24.5,27.6,24.5,4.2,19.1,70.6,14.7,6.6,4.8,0.9,2.3,21.4,2193,84.2,10.9,4.5,0.5,12.0
5178.0,9994.0,2085.0,59.8,76.0,30.8,33.6,16.9,5.2,13.4,48.8,26.4,9.3,12.3,0.0,3.2,19.2,1029,86.7,12.2,1.1,0.0,16.4
6900.0,28399.0,2700.0,7.6,3.7,47.4,16.5,16.8,6.0,13.2,75.2,14.2,1.7,4.6,0.0,4.3,23.9,2001,80.8,17.1,2.1,0.0,6.5
7560.0,30604.0,2873.0,13.7,12.3,43.2,20.7,25.5,4.9,5.6,82.3,6.0,0.6,7.5,2.0,1.6,22.5,1476,74.3,18.8,6.9,0.0,10.2
3071.0,23659.0,2388.0,22.8,49.0,35.2,24.2,23.1,5.2,12.3,82.9,13.5,1.2,0.8,0.0,1.6,23.9,1478,85.5,11.2,3.2,0.0,9.0
6635.0,22260.0,3166.0,25.1,35.8,32.0,31.7,13.1,6.7,16.4,79.9,7.2,4.7,8.2,0.0,0.0,21.1,1605,86.3,13.7,0.0,0.0,9.5
4088.0,33829.0,3667.0,4.8,2.7,39.3,19.3,21.9,7.7,11.8,82.7,9.7,2.9,0.5,1.5,2.7,24.8,2379,73.6,20.9,5.5,0.0,7.4
9691.0,23011.0,3576.0,18.0,32.4,37.6,27.0,18.0,9.0,8.4,74.5,9.2,9.7,2.4,3.8,0.5,22.0,1590,86.9,11.6,1.6,0.0,12.8
4792.0,15467.0,2944.0,38.9,59.1,18.3,26.2,22.2,11.5,21.9,63.7,25.1,2.6,4.5,4.2,0.0,24.3,2259,90.5,8.5,0.9,0.0,19.2
6930.0,14778.0,2407.0,31.9,33.3,17.8,25.8,14.7,15.9,25.7,75.9,7.5,3.0,3.5,8.0,2.2,20.8,836,87.3,8.0,4.7,0.0,9.2
9619.0,18858.0,2797.0,29.3,37.9,27.1,21.7,27.5,7.9,15.8,63.0,15.4,6.4,6.7,2.2,6.3,25.5,2023,82.0,13.0,5.1,0.0,9.4
8233.0,19071.0,3162.0,30.1,48.7,18.0,19.4,20.9,18.3,23.4,66.9,9.8,4.2,6.9,7.5,4.7,27.6,1410,76.4,13.0,10.6,0.0,20.3
6758.0,37329.0,6831.0,11.6,12.1,45.5,13.0,28.0,4.6,8.9,82.6,8.2,0.6,3.4,0.0,5.2,25.8,2563,81.1,12.4,6.5,0.0,0.9
6374.0,25195.0,2362.0,11.2,18.3,30.3,23.9,30.5,4.4,11.0,85.5,5.7,4.8,0.8,0.9,2.2,21.6,2347,83.6,14.7,1.7,0.0,8.0
8471.0,26018.0,3487.0,14.5,13.6,29.1,29.2,22.0,7.3,12.5,77.9,17.3,2.0,0.5,0.0,2.3,26.5,3648,84.7,9.2,5.6,0.5,8.1
33033.0,3512.0,1202.0,39.1,0.0,28.3,35.1,23.7,11.1,1.8,16.3,0.8,6.2,41.5,9.3,26.0,11.1,279,96.4,2.2,0.7,0.7,10.3
7671.0,16874.0,2200.0,29.6,37.7,24.3,27.3,13.7,16.3,18.3,66.4,25.4,1.0,0.9,6.3,0.0,25.7,1603,79.7,4.6,15.8,0.0,11.5
12712.0,27789.0,3113.0,7.7,8.9,35.8,21.4,17.0,5.8,20.0,82.1,11.7,0.0,2.8,0.5,2.9,29.9,1274,81.1,14.4,3.7,0.9,4.1
8084.0,26450.0,2553.0,8.6,6.4,27.0,24.9,26.6,7.4,14.2,83.3,5.5,0.4,5.0,4.5,1.2,22.7,1242,83.2,11.3,5.0,0.6,7.3
6193.0,28366.0,2477.0,6.4,1.6,35.4,17.9,26.5,9.7,10.6,84.8,7.1,0.5,2.7,0.0,5.0,30.2,3545,77.6,14.9,7.2,0.3,6.6
7760.0,32335.0,3052.0,4.3,3.6,36.2,13.2,26.4,9.7,14.5,87.8,6.0,0.6,1.6,0.7,3.4,25.2,2567,76.8,12.3,9.0,1.9,3.7
11796.0,33583.0,3444.0,4.0,5.1,37.8,13.1,30.7,9.3,9.1,90.7,5.1,0.0,0.5,0.0,3.7,28.0,1297,80.8,13.7,5.5,0.0,6.4
11944.0,33007.0,2518.0,4.2,1.1,44.1,17.2,24.2,6.1,8.4,91.9,0.6,2.1,0.0,0.7,4.7,28.0,1922,82.9,12.4,4.7,0.0,3.6
6319.0,33103.0,2829.0,5.3,7.7,36.8,16.9,30.1,5.5,10.7,84.4,11.3,0.4,1.0,0.0,2.8,26.6,1384,81.7,12.4,5.6,0.4,6.2
16624.0,34183.0,3374.0,3.9,2.5,43.5,14.1,29.2,5.0,8.2,86.7,8.4,1.8,0.6,0.7,1.8,28.5,1579,75.3,15.4,8.4,0.9,8.9
8016.0,33425.0,3269.0,4.1,1.7,45.4,19.6,21.0,7.6,6.4,93.2,3.4,0.4,0.0,0.4,2.7,24.6,2197,82.4,14.8,2.8,0.0,7.1
18563.0,37784.0,4415.0,9.6,14.5,41.9,14.9,21.7,5.6,15.9,86.1,8.8,1.0,0.0,0.0,4.1,25.0,2913,82.0,12.1,5.9,0.0,4.4
9331.0,28880.0,3219.0,7.5,14.6,37.5,18.5,20.2,12.0,11.7,78.6,9.3,2.2,0.1,3.3,6.5,24.4,939,78.0,17.3,4.8,0.0,6.3
6031.0,31305.0,2810.0,5.0,6.1,39.0,12.9,29.5,7.2,11.5,83.6,11.0,0.0,0.5,2.1,2.8,28.7,3327,80.5,15.9,3.1,0.5,6.7
9985.0,36505.0,3490.0,7.9,9.9,53.7,10.0,20.9,8.1,7.3,84.3,5.1,3.8,0.1,1.0,5.7,36.7,2215,88.6,9.6,1.8,0.0,7.8
11100.0,43384.0,4169.0,3.5,1.0,55.4,10.7,27.2,3.1,3.6,84.4,6.0,2.7,0.7,0.4,5.7,36.4,2163,87.8,9.7,2.5,0.0,6.6
17252.0,50636.0,5672.0,6.1,2.6,52.4,11.5,24.0,6.4,5.7,83.4,8.1,2.0,1.1,0.0,5.3,33.0,3281,82.7,14.1,3.2,0.0,3.2
14180.0,43094.0,4538.0,8.1,6.7,55.2,11.6,24.8,3.9,4.6,84.4,8.0,2.1,1.1,1.4,3.1,28.8,4846,85.3,9.9,4.8,0.0,7.0
9809.0,32433.0,3290.0,7.7,9.7,41.8,17.3,22.1,8.7,10.1,81.6,10.0,0.7,1.2,0.8,5.7,25.8,3276,81.8,12.7,5.5,0.0,5.1
8091.0,37863.0,3073.0,5.4,3.1,59.2,13.8,16.8,2.7,7.5,88.2,5.6,0.7,0.5,0.6,4.4,29.9,1952,74.5,20.7,4.7,0.0,4.1
6387.0,45137.0,4089.0,3.3,3.6,55.9,13.7,21.4,2.2,6.7,82.7,8.3,2.6,2.4,0.6,3.5,28.4,4598,79.4,14.7,5.9,0.0,5.5
19766.0,46915.0,4660.0,1.8,1.7,64.4,15.1,13.7,2.6,4.2,81.9,5.7,0.7,2.3,1.6,7.7,26.6,4136,78.0,17.6,4.0,0.4,5.7
17309.0,50535.0,4548.0,1.4,2.5,58.6,6.0,27.2,2.8,5.5,83.2,6.0,1.5,1.1,0.9,7.2,30.0,3177,84.5,9.5,5.9,0.2,5.6
16920.0,41120.0,4626.0,4.2,2.8,55.7,11.3,21.9,5.8,5.3,77.8,4.1,3.3,3.1,0.4,11.3,29.4,3073,86.2,9.3,4.1,0.4,3.5
7321.0,39474.0,3853.0,4.2,0.0,51.8,13.7,23.6,4.6,6.3,80.5,10.4,1.7,1.0,0.0,6.5,27.9,1608,82.9,13.1,3.5,0.6,4.3
10931.0,52637.0,5662.0,4.7,5.0,61.8,9.9,23.0,2.7,2.6,86.2,2.9,3.0,2.1,0.0,5.8,31.3,2269,84.7,9.3,6.0,0.0,6.4
18947.0,70566.0,6448.0,2.6,1.6,57.8,10.8,26.5,1.2,3.7,81.5,4.9,2.0,2.4,0.4,8.7,30.6,2721,86.3,8.4,4.9,0.4,4.0
8391.0,45070.0,3850.0,3.4,1.3,55.9,11.3,19.3,7.8,5.7,83.4,6.6,3.3,1.0,0.0,5.8,30.1,2426,77.3,14.7,7.8,0.2,2.9
14432.0,59552.0,5337.0,2.8,0.9,66.2,3.6,23.1,3.5,3.5,83.4,7.0,1.5,0.9,1.3,5.9,31.7,2639,84.5,10.1,5.0,0.5,5.6
16254.0,44279.0,5626.0,4.6,3.5,74.9,9.7,8.5,3.0,4.0,70.1,13.6,4.8,1.1,1.3,9.1,30.2,1947,91.4,6.0,1.9,0.8,3.8
13747.0,44971.0,3091.0,4.9,4.2,50.0,10.1,26.9,4.7,8.3,82.8,6.1,2.0,1.8,1.8,5.6,33.1,4167,77.5,15.3,7.2,0.0,6.7
12799.0,41127.0,3967.0,9.5,11.8,52.3,15.2,20.6,4.1,7.9,85.1,4.1,2.4,0.0,1.3,7.2,29.3,3943,81.5,10.5,7.9,0.0,5.7
13060.0,36279.0,3746.0,12.0,24.2,44.9,18.1,23.8,6.5,6.8,88.9,4.4,1.3,0.4,1.1,3.9,30.9,2714,86.5,11.6,1.7,0.2,6.3
19305.0,36732.0,3615.0,5.3,5.5,40.6,12.6,28.5,8.0,10.3,74.0,15.5,3.8,2.7,2.2,1.8,30.0,3917,89.0,6.9,4.1,0.0,5.4
4700.0,24853.0,5247.0,23.7,34.6,15.5,19.7,25.3,26.9,12.6,63.5,20.8,0.5,6.4,5.1,3.7,25.8,2189,84.8,5.9,9.2,0.0,5.1
8400.0,27185.0,2366.0,9.9,16.1,35.5,18.9,25.8,11.0,8.8,86.2,7.9,0.3,0.2,2.0,3.2,28.6,2174,86.9,6.4,6.7,0.0,7.8
17418.0,39573.0,3979.0,2.3,1.4,53.8,12.2,27.3,3.4,3.3,86.3,4.0,3.9,0.5,0.0,5.3,35.6,3045,78.7,17.5,3.8,0.0,5.0
21295.0,44403.0,4302.0,1.7,2.6,50.3,12.3,28.7,4.9,3.9,80.0,7.4,4.7,1.7,0.0,6.2,32.4,3161,81.3,11.8,6.8,0.0,8.1
6633.0,33127.0,2772.0,4.4,8.4,34.1,21.1,26.2,9.4,9.2,86.2,8.9,1.2,0.3,0.0,3.4,31.5,2929,82.7,11.8,5.2,0.3,5.9
9073.0,31762.0,3380.0,7.7,7.4,37.6,16.2,22.8,11.8,11.5,93.0,4.2,0.0,0.0,0.0,2.8,27.7,2162,76.9,16.5,6.6,0.0,9.4
15073.0,31863.0,2460.0,8.6,10.2,32.7,17.5,30.2,8.1,11.4,89.3,5.2,0.3,0.1,1.8,3.3,30.2,1681,84.9,11.7,3.3,0.0,6.2
12632.0,37143.0,2888.0,4.1,0.0,47.1,9.6,19.7,10.4,13.2,84.6,8.7,0.8,0.0,0.3,5.5,33.6,4141,76.6,10.8,11.7,0.8,10.1
16822.0,31908.0,3523.0,9.8,19.8,41.3,20.5,27.2,5.4,5.7,91.8,5.1,0.0,0.0,1.5,1.6,28.3,3177,82.0,13.0,5.0,0.0,10.2
6713.0,28873.0,2970.0,9.7,13.0,44.3,20.2,20.1,9.1,6.3,88.3,4.3,0.0,1.0,0.0,6.4,32.0,3193,83.3,11.7,4.9,0.0,6.4
13457.0,42359.0,6458.0,6.1,10.8,51.1,12.6,24.6,4.4,7.2,85.1,7.5,1.0,0.0,2.3,4.1,27.4,4211,83.2,10.8,6.0,0.0,5.1
7224.0,30900.0,4394.0,7.4,0.0,43.2,13.7,24.5,11.0,7.6,91.2,3.1,0.6,0.0,2.2,2.9,30.1,1332,84.0,11.3,4.7,0.0,9.4
10114.0,39139.0,4374.0,5.1,7.2,43.2,14.0,25.4,7.3,10.1,86.5,6.8,0.4,1.2,1.2,3.9,28.9,3276,80.3,16.4,3.0,0.3,2.5
14005.0,48017.0,5096.0,0.8,0.0,47.4,10.3,31.0,7.5,3.8,87.1,8.6,0.0,0.1,0.6,3.6,31.7,1676,73.9,19.1,7.0,0.0,4.2
6922.0,34939.0,3220.0,3.3,3.1,38.5,12.8,25.5,10.1,13.1,83.4,11.5,0.3,1.7,0.0,3.1,35.3,4706,84.7,9.3,5.3,0.7,6.6
10744.0,29033.0,3006.0,13.4,26.7,40.5,13.4,26.4,8.3,11.3,89.8,5.6,1.1,1.0,0.4,2.2,27.9,3724,82.8,8.4,7.5,1.3,6.3
11394.0,29312.0,2468.0,5.8,4.5,33.3,14.3,31.0,9.1,12.3,91.1,5.9,0.0,0.9,0.0,2.1,27.9,3476,83.9,12.8,3.3,0.0,3.5
11185.0,34214.0,3244.0,9.1,25.4,39.6,15.8,23.7,8.0,12.9,81.8,8.9,0.4,5.7,0.5,2.7,30.9,2878,91.3,7.3,1.4,0.0,6.8
4724.0,20707.0,2834.0,21.2,36.0,21.4,25.5,27.4,9.2,16.6,81.6,6.3,0.0,7.1,0.5,4.4,22.1,1743,89.0,6.6,4.4,0.0,8.9
9376.0,18215.0,3089.0,23.7,47.4,16.5,21.7,29.5,7.7,24.5,71.6,16.4,0.0,10.0,0.7,1.3,23.6,1538,94.9,4.5,0.7,0.0,18.8
3972.0,26634.0,3184.0,12.7,18.7,31.3,18.0,29.0,8.2,13.5,84.1,8.1,0.0,1.5,1.2,5.1,28.3,1820,88.1,7.5,4.3,0.0,11.6
11001.0,25446.0,3797.0,18.6,29.6,27.8,15.5,19.0,13.1,24.6,88.5,5.3,1.2,2.3,2.0,0.6,27.4,1703,86.4,10.7,2.9,0.0,11.3
11151.0,32219.0,2952.0,5.9,4.7,42.7,14.8,21.0,6.5,14.9,86.9,7.7,0.1,2.9,0.3,2.0,28.1,4252,76.8,17.1,5.6,0.5,7.8
13992.0,33754.0,3126.0,6.9,10.1,43.6,19.1,21.1,5.0,11.2,88.4,9.9,0.8,0.0,0.0,0.9,31.3,2405,86.0,11.9,2.1,0.0,9.4
10069.0,37189.0,3571.0,3.5,3.1,42.0,8.8,29.3,11.7,8.2,84.7,12.9,0.0,0.4,0.0,1.9,31.4,4600,83.1,12.2,4.8,0.0,8.6
5450.0,23698.0,2307.0,15.1,19.4,26.1,22.1,20.9,5.9,25.0,79.7,13.2,0.0,3.0,0.0,4.1,23.0,2476,82.9,13.6,3.3,0.2,8.9
6410.0,16142.0,2556.0,24.5,28.2,10.2,31.1,27.0,2.6,29.1,75.2,19.5,0.1,2.9,2.0,0.2,20.6,1007,94.5,3.1,2.4,0.0,9.1
8470.0,18002.0,2855.0,26.5,46.5,16.6,26.4,14.6,10.5,31.9,70.5,11.5,0.0,15.2,0.0,2.7,20.6,996,91.1,7.3,0.9,0.7,10.5
9362.0,23566.0,3933.0,9.9,9.6,29.5,23.7,25.8,4.5,16.7,83.2,8.1,0.0,4.0,1.9,2.8,21.4,1188,81.6,11.0,7.3,0.0,15.3
9417.0,29881.0,2476.0,13.4,21.0,28.4,23.6,20.9,9.2,17.9,84.2,10.9,0.0,0.9,0.8,3.2,28.2,2191,83.8,10.8,5.4,0.0,8.0
27875.0,33102.0,3622.0,5.5,0.0,50.7,14.2,22.3,6.4,6.4,82.7,6.7,0.7,1.4,0.4,8.1,30.7,762,80.3,11.3,8.4,0.0,3.3
18378.0,44044.0,6048.0,4.2,0.8,47.6,15.1,24.3,5.4,7.6,82.5,7.5,0.0,0.4,0.0,9.6,29.5,3882,79.5,11.6,8.9,0.0,4.9
8264.0,34085.0,4046.0,5.9,7.8,38.7,14.5,25.1,10.3,11.4,83.0,11.4,1.6,1.1,0.0,2.9,36.3,1261,76.8,15.1,7.4,0.8,7.3
7357.0,32060.0,3444.0,8.9,13.8,39.8,18.4,19.2,11.8,10.9,86.3,7.4,0.1,1.0,0.7,4.5,36.5,1654,86.0,7.3,6.7,0.0,6.0
8398.0,28906.0,7355.0,13.3,26.2,22.4,19.6,31.2,11.2,15.5,90.5,7.0,0.0,0.7,0.0,1.8,33.0,2309,83.8,7.9,7.1,1.3,8.4
16561.0,35574.0,3241.0,6.1,9.2,52.7,11.4,25.2,6.1,4.7,78.2,6.8,2.5,1.9,1.0,9.6,30.5,2770,81.6,13.5,4.9,0.0,6.8
11898.0,35943.0,3206.0,5.7,9.5,46.4,10.6,27.1,5.6,10.4,86.2,5.3,1.8,1.0,1.6,4.1,31.4,1940,83.6,14.9,1.5,0.0,4.8
8457.0,49575.0,5827.0,8.2,12.1,65.6,6.0,17.4,5.5,5.5,76.4,2.0,3.4,2.5,0.6,15.2,34.9,2598,74.4,10.5,14.8,0.3,9.3
4740.0,31840.0,4629.0,8.3,10.4,27.7,21.4,21.9,16.7,12.3,80.6,7.4,0.0,0.7,5.4,5.9,22.2,462,82.5,13.9,3.7,0.0,9.9
4926.0,25676.0,2118.0,13.0,15.2,25.1,24.5,27.3,8.5,14.6,81.9,6.5,0.4,3.7,3.3,4.2,21.4,776,71.8,17.3,10.8,0.1,5.7
2860.0,18595.0,1164.0,20.4,30.5,16.4,22.7,20.8,16.1,24.0,84.3,8.9,0.2,2.7,0.3,3.6,20.6,993,77.7,15.6,6.6,0.0,13.0
3267.0,20771.0,1896.0,18.2,25.8,19.7,24.3,20.0,10.9,25.1,78.8,11.6,0.6,0.8,1.3,6.9,28.6,534,70.8,18.9,10.3,0.0,17.7
5232.0,25919.0,3743.0,13.1,13.3,30.6,18.4,21.4,13.0,16.6,76.4,12.4,0.8,5.0,1.8,3.6,19.4,523,84.7,11.3,4.0,0.0,15.5
,,,,,,,,,,,,,,,,,0,,,,,
1908.0,20426.0,1278.0,14.0,10.1,25.7,19.8,27.4,6.6,20.5,74.7,6.8,1.7,10.0,2.3,4.6,12.3,1461,79.0,16.1,4.9,0.0,7.8
4686.0,28093.0,5408.0,18.5,31.5,37.8,20.4,20.4,9.7,11.6,71.6,13.0,0.6,3.6,0.9,10.3,24.3,978,69.8,24.7,5.2,0.2,13.6
6197.0,16307.0,1867.0,9.6,8.6,26.1,16.6,19.5,13.9,23.8,79.0,8.0,0.3,6.5,0.1,6.1,29.0,727,69.3,22.8,7.8,0.0,12.7
,,,,,,,,,,,,,,,,,0,,,,,
15622.0,43339.0,6811.0,4.3,6.0,43.3,19.3,20.9,5.0,11.5,85.9,7.7,0.0,1.5,0.0,4.9,18.6,1745,83.7,8.9,7.4,0.0,2.7
7499.0,27176.0,4481.0,6.2,7.9,24.6,15.5,24.0,13.2,22.8,87.0,7.6,0.0,0.7,0.8,3.9,25.5,3753,87.4,4.9,7.6,0.1,1.5
6835.0,24494.0,2363.0,5.7,7.6,27.4,17.4,17.6,16.1,21.6,91.0,4.2,0.4,0.5,0.8,3.1,24.7,4113,91.1,4.9,4.1,0.0,4.5
7343.0,26847.0,2812.0,6.6,7.8,31.8,11.6,23.9,14.7,18.0,87.0,7.2,0.0,1.6,0.5,3.8,26.2,2327,84.6,9.1,6.0,0.3,5.9
7710.0,23689.0,2652.0,12.4,12.2,24.9,15.9,23.9,10.7,24.7,90.5,7.3,0.0,0.3,1.2,0.7,27.3,3090,88.6,7.3,4.1,0.0,3.7
3838.0,21724.0,1293.0,10.6,15.9,27.5,14.7,17.2,14.2,26.4,86.5,8.0,0.0,1.5,0.8,3.2,27.8,2247,83.9,9.1,6.7,0.3,7.5
3954.0,27482.0,3984.0,7.2,8.2,28.7,12.8,21.1,10.8,26.6,89.1,7.0,0.2,0.3,1.1,2.2,24.5,2428,85.6,9.5,4.9,0.0,3.5
3435.0,17271.0,1406.0,25.2,38.6,17.9,14.5,16.3,17.9,33.5,81.1,10.7,0.0,1.1,4.5,2.7,29.7,1024,88.4,5.4,6.3,0.0,6.2
3319.0,20473.0,1336.0,17.1,23.2,22.9,17.4,20.4,11.0,28.4,87.0,9.5,0.0,0.5,0.6,2.3,24.4,2060,88.7,6.2,4.9,0.2,6.0
8358.0,34075.0,3911.0,9.3,6.5,39.3,13.1,22.8,7.8,17.0,81.3,4.2,1.1,2.2,0.0,11.3,22.9,2177,82.5,7.4,10.1,0.0,4.6
5081.0,26289.0,4313.0,19.1,20.1,38.3,14.8,19.0,17.2,10.6,75.6,10.8,0.0,7.6,0.7,5.4,20.0,1085,73.0,11.3,14.9,0.7,13.1
9339.0,29434.0,3414.0,13.0,24.8,33.5,13.2,19.7,7.9,25.7,73.4,11.4,0.5,3.6,2.2,9.0,31.1,1097,84.2,5.6,9.4,0.8,4.4
6686.0,19427.0,2114.0,26.5,36.2,22.1,23.8,14.7,14.0,25.5,81.3,10.5,0.0,5.1,0.2,3.0,29.3,2240,84.6,10.4,5.1,0.0,16.1
4271.0,24978.0,2051.0,10.6,12.1,27.7,13.9,18.9,12.8,26.8,88.1,7.2,0.0,1.8,0.4,2.6,23.3,2784,86.2,8.4,5.4,0.0,5.5
9050.0,20875.0,2194.0,15.0,21.5,35.2,11.8,21.6,6.5,25.0,83.1,11.6,0.0,2.0,0.0,3.4,21.0,2092,83.8,11.4,4.7,0.0,6.7
2874.0,23261.0,1494.0,12.6,13.1,25.0,21.8,17.1,13.4,22.8,78.3,9.7,0.6,1.6,0.6,9.1,24.6,2367,81.6,9.5,8.5,0.3,6.5
4841.0,23725.0,1995.0,9.1,10.2,32.0,13.2,22.9,10.8,21.1,85.5,7.1,0.0,0.9,2.8,3.8,25.7,1995,82.5,11.9,5.0,0.6,8.0
7233.0,21076.0,1857.0,13.2,14.4,22.2,21.8,25.5,9.9,20.6,86.8,8.6,0.3,0.4,0.4,3.6,25.6,2230,84.7,9.5,5.8,0.0,9.5
4117.0,22480.0,2289.0,21.0,34.8,34.6,15.6,18.6,8.7,22.4,83.8,8.7,0.0,1.2,0.7,5.6,22.3,2428,80.6,9.9,8.9,0.6,9.2
3465.0,27047.0,2117.0,7.6,4.7,28.4,17.2,24.5,11.2,18.7,88.2,5.7,0.0,1.2,0.4,4.5,25.3,2304,81.6,11.1,7.3,0.0,4.7
10053.0,25216.0,4859.0,16.9,23.7,24.3,15.8,25.0,8.1,26.8,85.1,4.6,0.0,2.2,4.8,3.4,16.1,2148,87.2,6.8,5.3,0.7,5.8
8046.0,16844.0,2812.0,34.8,53.3,22.0,15.6,13.6,14.5,34.2,84.4,9.6,0.8,2.6,2.1,0.5,17.9,660,84.8,6.1,9.1,0.0,10.6
5076.0,33478.0,10404.0,13.1,20.1,31.7,10.0,21.3,10.5,26.4,88.9,6.4,0.0,0.2,0.3,4.2,17.7,1982,88.0,7.4,4.6,0.0,3.1
4697.0,29270.0,2683.0,9.8,43.5,37.4,12.8,24.5,6.7,18.6,87.8,8.8,0.0,0.0,0.0,3.4,25.2,705,85.2,7.8,7.0,0.0,2.1
,,,,,,,,,,,,,,,,,0,,,,,
1614.0,20774.0,909.0,13.5,16.4,30.8,15.2,19.8,14.0,20.1,79.2,10.9,0.0,3.6,1.4,5.0,26.2,1744,76.5,10.1,12.3,1.0,9.1
2744.0,22788.0,1191.0,8.8,8.6,26.3,19.6,24.9,12.4,16.8,83.4,11.0,0.0,1.0,1.3,3.3,21.8,1967,77.0,14.1,8.7,0.2,8.4
6034.0,23944.0,4038.0,18.0,31.0,30.2,24.4,19.9,14.4,11.1,78.3,7.7,0.5,3.9,0.8,8.8,20.0,1346,82.9,12.6,4.5,0.0,10.4
4906.0,13562.0,1588.0,30.5,45.4,18.0,20.6,32.1,8.9,20.5,85.8,3.6,0.8,2.4,6.7,0.8,18.1,1197,84.3,11.4,4.3,0.0,12.7
3228.0,23212.0,5300.0,26.5,29.3,26.9,22.5,29.2,6.2,15.0,71.9,15.9,4.1,1.1,3.4,3.6,12.6,865,79.7,9.6,10.3,0.5,10.0
8072.0,24671.0,1622.0,14.4,12.3,31.2,15.4,33.5,11.0,9.0,91.6,5.0,0.0,0.0,1.5,2.0,9.9,1348,79.6,11.1,9.3,0.0,9.3
5994.0,22980.0,2143.0,14.9,26.7,39.1,21.0,20.4,10.8,8.7,85.6,9.4,0.0,0.8,1.3,3.0,14.8,1212,75.4,18.3,6.3,0.0,9.2
4178.0,23197.0,2224.0,19.3,31.7,28.0,23.1,32.2,7.0,9.6,86.1,10.1,0.0,0.9,1.2,1.7,9.6,1381,84.5,13.9,1.6,0.0,7.6
3199.0,24142.0,3157.0,17.9,31.8,36.5,12.1,27.5,10.3,13.6,74.9,14.1,1.0,0.3,1.4,8.4,20.2,1173,81.1,10.8,7.5,0.6,8.0
,,,,,,,,,,,,,,,,,0,,,,,
5862.0,29821.0,2521.0,10.9,18.5,26.5,23.5,23.8,13.2,13.0,70.8,16.3,0.2,4.7,0.4,7.6,25.5,1171,76.5,11.5,11.2,0.8,4.4
4471.0,20323.0,1351.0,13.6,20.8,24.3,20.4,19.2,13.6,22.5,79.0,14.5,0.0,1.1,0.9,4.5,29.7,1429,77.6,12.0,10.0,0.3,14.6
3014.0,32819.0,5143.0,9.9,17.5,25.5,24.3,17.6,8.7,23.9,76.8,11.2,0.0,0.5,1.3,10.2,23.1,1118,79.4,10.3,9.9,0.4,11.6
2291.0,27061.0,2969.0,13.8,23.4,31.6,30.8,17.2,7.8,12.5,82.6,6.7,0.7,3.4,0.2,6.5,20.7,1201,70.0,18.9,10.8,0.2,5.2
3897.0,33372.0,3357.0,8.3,12.9,32.5,16.3,22.6,13.9,14.6,71.9,14.5,0.0,1.0,0.8,11.8,25.3,1356,79.3,7.5,13.2,0.0,10.2
5089.0,38651.0,5804.0,15.4,40.7,32.0,18.8,28.5,6.0,14.6,77.3,10.5,0.0,1.4,2.0,8.8,19.3,1312,80.7,7.9,11.2,0.2,5.9
3118.0,16001.0,1265.0,23.6,31.8,16.8,26.4,25.2,12.2,19.4,65.8,24.3,2.5,2.9,2.0,2.5,26.2,1941,81.8,12.5,5.8,0.0,12.3
,,,,,,,,,,,,,,,,,0,,,,,
2291.0,20748.0,2696.0,21.7,41.9,29.2,24.7,19.9,8.5,17.6,80.1,9.4,1.0,4.0,1.8,3.7,29.5,797,77.3,10.0,12.3,0.4,12.3
3915.0,20608.0,1551.0,17.9,27.0,23.4,21.5,22.5,14.3,18.3,80.5,8.9,1.2,3.7,1.9,3.8,29.9,1229,81.9,11.3,6.6,0.2,12.4
4842.0,20299.0,1842.0,17.6,26.7,28.6,17.4,24.7,12.1,17.2,83.5,11.1,0.3,1.4,0.7,3.0,24.6,1165,79.7,13.0,7.3,0.0,8.3
2977.0,22991.0,1826.0,17.9,28.4,30.0,23.1,22.6,9.7,14.7,79.5,12.3,1.0,0.6,1.6,5.1,25.4,898,79.5,10.4,9.5,0.7,11.7
3262.0,21308.0,1612.0,23.2,31.9,25.0,18.6,23.9,9.9,22.6,82.6,7.5,0.8,4.3,1.5,3.5,23.1,1480,83.0,10.7,6.1,0.1,14.3
,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,0,,,,,
3051.0,22055.0,2131.0,14.6,24.6,25.0,21.4,26.0,9.7,17.8,86.8,7.2,0.0,2.1,1.0,3.0,16.0,1478,75.1,18.9,6.0,0.0,7.0
3763.0,13477.0,2450.0,17.2,25.2,30.8,18.6,23.2,9.9,17.5,81.8,9.9,0.7,2.5,0.4,4.7,21.5,880,72.3,20.1,7.0,0.6,9.7
,,,,,,,,,,,,,,,,,0,,,,,
3398.0,22566.0,1716.0,15.2,30.3,25.3,17.7,21.0,12.4,23.7,82.5,10.4,0.0,3.1,0.3,3.7,26.8,2504,84.4,8.4,7.1,0.0,9.1
2734.0,27080.0,1682.0,6.8,8.6,30.7,10.7,21.8,14.9,21.9,84.0,8.8,0.1,3.0,0.3,3.9,28.1,2804,84.6,10.1,5.1,0.2,9.2
